sku,nombre,unidad_medida,precio,descripcion,imagen_url,stock_actual
32668,Esponja poderosa 2000 X 3 UND / WT001002102 / 3M,3 UND,9.90,"Limpia hasta 4 veces mayor y es hasta 8 veces menos abrasiva, lo cual posibilita su uso en superficies delicadas como acero inoxidable.",https://daryza.com/wp-content/uploads/2026/01/32668.png,25
32172,Limpiatodo Antibacterial Lavanda Daryza x 900 ml,900 ML,3.70,"Perfuma, desinfecta y limpia. Puede usarlo en pisos, paredes, mesas, ventanas y todo tipo de superficies lavables.",https://daryza.com/wp-content/uploads/2024/03/32172.jpg,76
33801,Papel Toalla Jumbo Económico Blanco 2 rollos x 200 Mts.,2 ROLLOS,33.70,La toalla en rollo Tork está diseñada para mejorar la higiene en lugares de medio y alto trafico y su empaque te ayuda a reducir el espacio de almacenamiento.,https://daryza.com/wp-content/uploads/2026/02/33801.jpg,37
7706,Jabón Espuma Antibacterial 1000 ML / Tork (80541),1000 ML,56.20,S/ 66.10 El precio original era: S/66.10. S/ 56.20 El precio actual es: S/56.20.,https://daryza.com/wp-content/uploads/2024/07/7706.jpg,87
8042,Dispensador de Papel Higiénico MOD 30217689 KCP,PAQ,67.60,S/ 67.60,https://daryza.com/wp-content/uploads/2024/10/8042.jpg,97
19556,Paño Wypall X80 Plus Interfoliado Rojo x 30 hojas,30 HOJAS,31.30,"Tecnología Hydroknit y Power Pockets, que garantiza una alta absorción y los hacen superiores a otros paños convencionales y trapos. Reducen el riesgo de contaminación cruzada, cuando son utilizados bajo asignación de código de colores. Cada paquete contiene 30 paños de 33.5 x 35.5 cm.",https://daryza.com/wp-content/uploads/2024/09/19556.png,20
594,Pad Azul / Verde X 18″ 61500044765 3M,UND,48.60,"El producto esta constituido por fibras de nylon y poliéster y adhesivos sintéticos y no es afectado significativamente por el agua, los detergentes y/o los limpiadores utilizados normalmente para el mantenimiento de los pisos. Las partículas abrasivas son una mezcla de materiales sintéticos y naturales. Este producto es reversible; su espesor nominal es de 1″.",https://daryza.com/wp-content/uploads/2023/06/594.jpg,19
1941,Balde Exprimidor 25 LT Amarillo FG748000YEL – Rubbermaid,25 L,437.20,"80 % MENOS DE SALPICADURAS: los deflectores WaveBrake moldeados interrumpen la formación de olas y reducen las salpicaduras hasta en un 80 % en comparación con los principales competidores. *en comparación con el balde para trapeador y escurridor de un solo compartimento de 35 qt de EE. UU. de la competencia, sin incluir el balde divisor ni los accesorios. GARANTÍA DE ESCURRIDOR DE 5 AÑOS Los escurridores de presión lateral y presión descendente están diseñados para durar 5 años o 200.000 ciclos. ESCURRIDOR Asa integrada en el escurridor para una fácil instalación y extracción. La base del escurridor está diseñada para permanecer erguida cuando se retira, para minimizar la flexión mientras se vacía la cubeta.",https://daryza.com/wp-content/uploads/2024/09/1941.png,6
578,Pad Blanco X 18″ 61500045119 3M,UND,48.60,"El producto está constituido por fibras de poliéster y adhesivos sintéticos y no es afectado significativamente por el agua, los detergentes y/o los limpiadores utilizados normalmente para el mantenimiento de los pisos. Las partículas abrillantadoras son materiales naturales. Este producto es reversible, su espesos nominal es de 1″.",https://daryza.com/wp-content/uploads/2023/06/578.jpg,15
31317,Dispensador Xpressnap Café 200188 – Familia,PAQ,62.60,Asegura que las servilletas siempre estén a la mano manteniendo un servicio ágil con el dispensador Xpressnap Café. El dispensador de una servilleta a la vez reduce el uso de servilletas en al menos un 25% garantizado* vs servilleteros tradicionales.,https://daryza.com/wp-content/uploads/2024/04/31317.jpg,11
31308,Carro De Limpieza Tradicional C/Bolsa y Tapa – Daryza,UND,423.50,S/ 423.50,https://daryza.com/wp-content/uploads/2024/01/31308.jpg,19
31309,Carro De Servicio De Tres Niveles Con Ruedas Giratorias – Daryza,UND,556.50,S/ 556.50,https://daryza.com/wp-content/uploads/2024/01/31309.jpg,11
591,Pad Rojo X 20″ 61500035946 3M,UND,51.40,"El producto esta constituido por fibras de poliéster y adhesivos sintéticos y no es afectado significativamente por el agua, los detergentes y/o los limpiadores utilizados normalmente para el mantenimiento de los pisos. Las partículas abrillantadoras son materiales naturales. Este producto es reversible; su espesor nominal es de 1″.",https://daryza.com/wp-content/uploads/2023/08/591.jpg,11
8045,Dispensador de Jabón en Spray x 800ML MOD 30217696 KCP,800 ML,89.30,S/ 89.30,https://daryza.com/wp-content/uploads/2025/01/8045.jpg,10
1962,Trapeador De Mezcla Super Stitch Mediano Azul FGD21206BL00 Rubbermaid,UND,45.50,Peso: 450 gramos Rinde hasta 50 lavadas,https://daryza.com/wp-content/uploads/2024/07/1962.jpg,12
5795,Alpha HP X 1.5 LT -5549254 / 100917772 Diversey,1.5 L,177.30,"• Elimina el 99,999% de bacterias, virus y hongos tales como Staphylococcus aureus, Pseudomonas aeruginosa, Salmonella Cholerasuiss, Escherichia coli, etc. • Elimina sarro y óxido con el uso prolongado y la acción de sus ácidos seleccionados. • Usado regularmente previene la formación de hongos en juntas y azulejos. • Excelente limpiador de alfombras, recomendado hasta para tejidos de lana. • El poder del oxígeno mantiene el blanco de paños, mopas y superficies. • Nuevo cabezal J-Flex que permite 3 diluciones para optimizar el uso según la superficie a limpiar y su grado de suciedad. • Ahorro de costos operativos. • Producto ecológico con sello Green Seal.",https://daryza.com/wp-content/uploads/2023/05/5795-ALPHA-HP-MSDC-X-1.5-LT-5549254-100917772-DIVERSEY.jpg,12
7530,Pack Balde Exprimidor 33.1 Lt Amarillo y accesorio – Rubbermaid,33.1 L,733.50,"80 % MENOS DE SALPICADURAS: los deflectores WaveBrake moldeados interrumpen la formación de olas y reducen las salpicaduras hasta en un 80 % en comparación con los principales competidores. *en comparación con el balde para trapeador y escurridor de un solo compartimento de 35 qt de EE. UU. de la competencia, sin incluir el balde divisor ni los accesorios. GARANTÍA DE ESCURRIDOR DE 5 AÑOS Los escurridores de presión lateral y presión descendente están diseñados para durar 5 años o 200.000 ciclos. ESCURRIDOR Asa integrada en el escurridor para una fácil instalación y extracción. La base del escurridor está diseñada para permanecer erguida cuando se retira, para minimizar la flexión mientras se vacía la cubeta.",https://daryza.com/wp-content/uploads/2024/09/1941.png,7
10540,DARYPACK,UND,99.00,S/ 126.10 El precio original era: S/126.10. S/ 99.00 El precio actual es: S/99.00.,https://daryza.com/wp-content/uploads/2025/10/10540.jpg,98
32173,Limpiatodo Antibacterial Floral Daryza x 900 ml,900 ML,3.70,"Puede usarlo en pisos, paredes, mesas, ventanas y todo tipo de superficies lavables.",https://daryza.com/wp-content/uploads/2024/03/32173.jpg,83
1838,Jabon Spray Scott X 800 ML / 30228094 KCP,800 ML,44.10,S/ 44.10,https://daryza.com/wp-content/uploads/2023/06/30228094.jpg,46
1957,Silla De Bebé Sin Ruedas Platino FG781408PLAT – Rubbermaid,UND,876.10,S/ 876.10,https://daryza.com/wp-content/uploads/2023/08/Silla-de-bebe.png,28
10519,Pack x 6 Detergentes Multiusos Desengrasante PQP x 1 Kilo + 2 Guantes Profesional Calibre 35 Talla 7,UND,59.80,S/ 78.40 El precio original era: S/78.40. S/ 59.80 El precio actual es: S/59.80.,https://daryza.com/wp-content/uploads/2024/07/Pqp-y-guantes.png,114
32174,Limpiatodo Antibacterial Brisa Daryza x 900 ml,900 ML,3.70,"Puede usarlo en pisos, paredes, mesas, ventanas y todo tipo de superficies lavables.",https://daryza.com/wp-content/uploads/2024/03/32174.jpg,84
590,Pad Rojo X 18″ 61500044955 3M,UND,48.60,"El producto esta constituido por fibras de poliéster y adhesivos sintéticos y no es afectado significativamente por el agua, los detergentes y/o los limpiadores utilizados normalmente para el mantenimiento de los pisos. Las partículas abrillantadoras son materiales naturales. Este producto es reversible; su espesor nominal es de 1″.",https://daryza.com/wp-content/uploads/2023/06/589.jpg,10
1943,Cambiador De Bebé Horizontal Color Platino FG781888LPLAT – Rubbermaid,UND,1.00,"Cumple con todos los estándares de seguridad globales ASTM, ADA, EN. Ganchos de fácil acceso Protección antimicrobiana",https://daryza.com/wp-content/uploads/2023/08/Cambiador.png,10
33283,Limpiatodo Antibacterial Bebé Daryza x 900 ml,900 ML,3.70,"Perfuma, desinfecta y limpia. Puede usarlo en pisos, paredes, mesas, ventanas y todo tipo de superficies lavables.",https://daryza.com/wp-content/uploads/2025/02/33283-1.jpg,80
583,Pad Marrón X 20″ 61500044609 3M,UND,51.40,"El producto esta constituido por fibras de nylon y poliéster y adhesivos sintéticos y no es afectado significativamente por el agua, los detergentes y/o los limpiadores utilizados normalmente para el mantenimiento de los pisos. Las partículas abrasivas son una mezcla de materiales sintéticos y naturales. Este producto es reversible; su espesor nominal es de 1″.",https://daryza.com/wp-content/uploads/2023/08/583.jpg,15
31307,Balde Exprimidor 33 LT Amarillo – Daryza,33 L,263.30,S/ 263.30,https://daryza.com/wp-content/uploads/2024/01/31307.jpg,6
10518,Pack XpressNap Tork,UND,91.00,S/ 91.00,https://daryza.com/wp-content/uploads/2025/11/10518.jpg,96
579,Pad Blanco X 20″ 61500035961 3M,UND,51.40,"El producto está constituido por fibras de poliéster y adhesivos sintéticos y no es afectado significativamente por el agua, los detergentes y/o los limpiadores utilizados normalmente para el mantenimiento de los pisos. Las partículas abrillantadoras son materiales naturales. Este producto es reversible, su espesos nominal es de 1″.",https://daryza.com/wp-content/uploads/2023/08/579.jpg,18
1912,Recogedor Lobby Con Tapa FG253200BLA – Rubbermaid,UND,202.40,S/ 202.40,https://daryza.com/wp-content/uploads/2023/01/1912.jpg,8
1935,Carro de Limpieza Negro con bolsa Amarilla FG617388BLA – Rubbermaid,UND,1.00,"Características y Beneficios: Ligero y maniobrable para una variedad de soluciones de limpieza La bolsa con cremallera de acceso frontal permite al usuario retirar fácilmente los desechos recolectados sin necesidad de levantar la parte superior La superficie resistente al agua y a los productos químicos brinda un fácil mantenimiento y una buena apariencia duradera 11 ganchos para herramientas hacen espacio para todas sus necesidades de limpieza, como escobas, trapeadores, recogedores, plumeros y letreros de seguridad Las ruedas de 8″ que no dejan marcas y las ruedas giratorias de 4″ brindan una maniobrabilidad suave",https://daryza.com/wp-content/uploads/2022/11/1935.jpg,
1942,Balde Exprimidor 33.1 Lt Amarillo FG758088YEL – Rubbermaid,33.1 L,596.90,"80 % MENOS DE SALPICADURAS: los deflectores WaveBrake moldeados interrumpen la formación de olas y reducen las salpicaduras hasta en un 80 % en comparación con los principales competidores. *en comparación con el balde para trapeador y escurridor de un solo compartimento de 35 qt de EE. UU. de la competencia, sin incluir el balde divisor ni los accesorios. GARANTÍA DE ESCURRIDOR DE 5 AÑOS Los escurridores de presión lateral y presión descendente están diseñados para durar 5 años o 200.000 ciclos. ESCURRIDOR Asa integrada en el escurridor para una fácil instalación y extracción. La base del escurridor está diseñada para permanecer erguida cuando se retira, para minimizar la flexión mientras se vacía la cubeta.",https://daryza.com/wp-content/uploads/2022/11/1942.jpg,8
10544,Pack Verano,UND,108.90,S/ 133.00 El precio original era: S/133.00. S/ 108.90 El precio actual es: S/108.90.,https://daryza.com/wp-content/uploads/2026/01/10545.jpg,49
595,Pad Azul / Verde X 20″ 61500044781 3M,UND,51.40,"El producto esta constituido por fibras de nylon y poliéster y adhesivos sintéticos y no es afectado significativamente por el agua, los detergentes y/o los limpiadores utilizados normalmente para el mantenimiento de los pisos. Las partículas abrasivas son una mezcla de materiales sintéticos y naturales. Este producto es reversible; su espesor nominal es de 1″.",https://daryza.com/wp-content/uploads/2023/08/595.jpg,29
33143,Desinfectante Antibacterial Concentrado Primavera Daryza X 20 L,20 L,30.70,"Facilita la limpieza de pisos, cerámicos y todas las superficies lavables, dejando un agradable y persistente fragancia. Elaborado con amonio cuaternario. Elimina gérmenes y bacterias: Escherichia coli, Pseudomonas aeruginosa, Staphylococcus aureus y Salmonella. El agente germicida presente brinda baja toxicidad y es eco amigable, convirtiéndolo en un producto de limpieza de manejo seguro.",https://daryza.com/wp-content/uploads/2026/03/33143-Frontal.jpg,100
1930,Carro De Servicio 3 Niveles Color Negro / FG409100BLA – Rubbermaid,2 KG,1.00,"-Ruedas giratorias de 10.2 cm que no marcan el piso -Estantes amplios para equipos y suministros, hasta 136.2 kg",https://daryza.com/wp-content/uploads/2023/08/Carro-3-niveles.png,30
